Dan Ruch,Rocketrip,Operating
 Daniel Ruch,Rocketrip,Operating
 Gillian Tee,Rocketrip,Operating
Nikhil Nirmel,Lawdingo,Operating
Weihan Wang,AeroFS,Operating
 Yuri Sagalov,AeroFS,Operating
Andrew Seddon,Circuithub,Operating
 Jon Friedman,Circuithub,Operating
 Rehno Lindeque,Circuithub,Operating
Jonathan Downey,Airware,Operating
Bennett Hoffman,Buttercoin,Operating
 Cedric Dahl,Buttercoin,Operating
Nick Alexander,FreshPlum,Exited
 Sam Odio,FreshPlum,Exited
Brett Gibson,Posterous,Exited
 Garry Tan,Posterous,Exited
 Sachin Agarwal,Posterous,Exited
Andrew Fong,Kirkland North,Dead
 Gabe Smedresman,Kirkland North,Dead
Jeffrey Brice,TrustEgg,Operating
 John Zdanowski,TrustEgg,Operating
Seth Bannon,Amicus,Operating
Anand Kulkarni,MobileWorks,Operating
 David Rolnitzky,MobileWorks,Operating
 Philipp Gutheim,MobileWorks,Operating
 Prayag Narula,MobileWorks,Operating
Aaron Feuer,Panorama Education,Operating
 David Carel,Panorama Education,Operating
 Xan Tanner,Panorama Education,Operating
Aditya Bali,BufferBox,Exited
 Jay Shah,BufferBox,Exited
 Mike McCauley,BufferBox,Exited
Patrick Riley,Ark,Operating
 Yiming Liu,Ark,Operating
Art Chang,FanPulse,Exited
 Joe Pestro,FanPulse,Exited
 Vishwas Prabhakara,FanPulse,Exited
Cesar Del Solar,Leftronic,Operating
 Jyotindra Vasudeo,Leftronic,Operating
 Lionel Jingles,Leftronic,Operating
 Rajiv Ghanta,Leftronic,Operating
Natalie Downe,Lanyrd,Exited
 Simon Willison,Lanyrd,Exited
David Tran,Crowdbooster,Operating
 Mark Linsey,Crowdbooster,Operating
 Ricky Yean,Crowdbooster,Operating
Aarjav Trivedi,InstantCab,Operating
Edward Kim,ZenPayroll,Operating
 Joshua Reeves,ZenPayroll,Operating
 Tomer London,ZenPayroll,Operating
Jon Wheatley,DailyBooth,Exited
 Ryan Amos,DailyBooth,Exited
Suhail Doshi,Mixpanel,Operating
 Tim Trefren,Mixpanel,Operating
Brian Trautschold,Ambition,Operating
 Jared Houghton,Ambition,Operating
 Travis Truett,Ambition,Operating
 Wes Kendall,Ambition,Operating
Ammon Bartram,SocialCam,Exited
 Justin Kan,SocialCam,Exited
 Kyle Vogt,SocialCam,Exited
Jason Novek,SeeingInteractive,Operating
 Jeremy Mims,SeeingInteractive,Operating
 Lloyd Armbrust,SeeingInteractive,Operating
Ernest Ngaruiya,E la Carte,Operating
 Rajat Suri,E la Carte,Operating
Aditya Rathnam,Kamcord,Operating
 Kevin Wang,Kamcord,Operating
 Matt Zitzmann,Kamcord,Operating
Scott Milliken,MixRank,Operating
Henry Lee,OrderAhead,Operating
 Jeffrey Byun,OrderAhead,Operating
Anson Tsai,CardPool,Exited
 Timothy Wong,CardPool,Exited
Lauren McLeod,FlightFox,Operating
 Todd Sullivan,FlightFox,Operating
Al Abut,Refer.ly,Operating
 Danielle Morrill,Refer.ly,Operating
 Kevin Morrill,Refer.ly,Operating
Aaron Cheung,HomeJoy,Operating
 Adora Cheung,HomeJoy,Operating
Matt Doka,Five Stars,Operating
 Victor Ho,Five Stars,Operating
Ash Rust,SendHub,Operating
 Garrett Johnson,SendHub,Operating
 John Fallone,SendHub,Operating
 Ryan Pfeffer,SendHub,Operating
AJ Asver,Scoopler,Exited
 Benjamin Tauber,Scoopler,Exited
 Dilan Jayawardane,Scoopler,Exited
Sunny Tsang,Anyperk,Operating
Aaron Grant,Thalmic Labs (Myo),Operating
 Matthew Bailey,Thalmic Labs (Myo),Operating
 Stephen Lake,Thalmic Labs (Myo),Operating
Jaclyn Konzelmann,Amulyte,Operating
 Perry Haldenby,Amulyte,Operating
Calvin French-Owen,Segment.io,Operating
 Ian Storm Taylor,Segment.io,Operating
 Ilya Volodarsky,Segment.io,Operating
 Peter Reinhardt,Segment.io,Operating
Michael Carvin,SmartAsset,Operating
 Philip Camilleri,SmartAsset,Operating
Anton Krutiansky,Pair,Operating
 Aswin Rajendiran,Pair,Operating
 Jamie Murai,Pair,Operating
 Michael Petrov,Pair,Operating
 Oleg Kostour,Pair,Operating
Fenn Bailey,Adioso,Operating
 Tom Howard,Adioso,Operating
Dan Siroker,Optimizely,Operating
 Pete Koomen,Optimizely,Operating
Matt Riley,Swiftype,Operating
 Quin Hoxie,Swiftype,Operating
Corey Pierson,Custora,Operating
 Jon Pospischil,Custora,Operating
Bennett Rogers,Crocodoc,Exited
 Matt Long,Crocodoc,Exited
 Peter Lai,Crocodoc,Exited
 Ryan Damico,Crocodoc,Exited
Andrew Look,URX,Operating
 James Turner,URX,Operating
 John Milinovich,URX,Operating
 Nathanael Smith,URX,Operating
Dan Knox,Science Exchange,Operating
 Elizabeth Iorns,Science Exchange,Operating
 Ryan Abbott,Science Exchange,Operating
Ray Chan,9GAG,Operating
Immad Akhund,Heyzap,Operating
 Jude Gomila,Heyzap,Operating
Byron Milligan,Stypi,Exited
 Jason Chen,Stypi,Exited
Sean Lynch,TapEngage,Exited
Bryan Beshore,Keychain Logistics,Operating
 Garrett Wilson,Keychain Logistics,Operating
Bill Clerico,WePay,Operating
Dave Gausebeck,MatterPort,Operating
 Matt Bell,MatterPort,Operating
 Mike Beebe,MatterPort,Operating
Adam Wiggins,Heroku,Exited
 James Lindenbaum,Heroku,Exited
Adam Regelman,Quartzy,Operating
 Ajoy Sojan,Quartzy,Operating
 Jayant Kulkarni,Quartzy,Operating
Bob Tekiela,500Friends,Operating
 Hong Hu,500Friends,Operating
 Justin Yoshimura,500Friends,Operating
Adam Goldstein,Hipmunk,Operating
 Steve Huffman,Hipmunk,Operating
Katelyn Gleason,Eligible,Operating
Sean Ahrens,Healthy Labs,Operating
Anthony Nemitz,SwipeGood,Operating
 Steli Efti,SwipeGood,Operating
 Thomas Steinacher,SwipeGood,Operating
Chrys Bader-Wechseler,Vidly / Fliggo,Dead
 Daniel Rhodes,Vidly / Fliggo,Dead
 Greggory Heil,Vidly / Fliggo,Dead
Gustav Rydstedt,Verbling,Operating
 Jake Jolis,Verbling,Operating
 Mikael Bernstein,Verbling,Operating
Alex Selig,SoundFocus,Operating
Andrea Barrica,Indinero,Operating
 Andy Su,Indinero,Operating
Darshan Shankar,NowJS,Operating
Gabor Cselle,reMail,Exited
Brad Cater,Snaptalent,Dead
 Jamie Quint,Snaptalent,Dead
 Sumon Sadhu,Snaptalent,Dead
 Tim Davey,Snaptalent,Dead
Paul Mikesell,Clustrix,Operating
 Sergei Tsarev,Clustrix,Operating
Aaron Harris,Tutorspree,Exited
 Josh Abrams,Tutorspree,Exited
 Ryan Bednar,Tutorspree,Exited
Arash Ferdowsi,Dropbox,Operating
 Drew Houston,Dropbox,Operating
John Collison,Stripe,Operating
 Patrick Collison,Stripe,Operating
Aaron Iba,Appjet,Exited
 David Greenspan,Appjet,Exited
 J.D. Zamfirescu,Appjet,Exited
Devon Galloway,Vidyard,Operating
 Edward Wu,Vidyard,Operating
 Michael Litt,Vidyard,Operating
Mehul Nariyawala,Flutter,Exited
 Navneet Dalal,Flutter,Exited
Yuriy Romaniw,ViaCycle,Operating
Gordon Chen,YouGotListings,Operating
Thomas Escourrou,SellStage (now Videopixie),Operating
 Tom Saffell,SellStage (now Videopixie),Operating
Nitesh Goel,Padlet,Operating
 Pranav Piyush,Padlet,Operating
Michael Waxman,Grouper,Operating
 Tom Brown,Grouper,Operating
Jeffrey Rosen,Humble Bundle,Operating
 John Graham,Humble Bundle,Operating
Jaigouk Kim,Scoutzie,Operating
 Jennifer Toda,Scoutzie,Operating
 Kelly Smith,Scoutzie,Operating
 Kirill Zubovsky,Scoutzie,Operating
Ajay Mehta,FamilyLeaf,Exited
 Brandon Paton,FamilyLeaf,Exited
 Henry Liu,FamilyLeaf,Exited
 Wesley Zhao,FamilyLeaf,Exited
James Beshara,Crowdtilt,Operating
 Khaled Hussein,Crowdtilt,Operating
Josh Buckley,MinoMonsters,Operating
 TJ Murphy,MinoMonsters,Operating
Julien Coustaury,DoubleRecall,Operating
 Miha Rebernik,DoubleRecall,Operating
 Robert Farazin,DoubleRecall,Operating
 Rok Gregoric,DoubleRecall,Operating
 Rok Krulec,DoubleRecall,Operating
Ben Wyrosdick,MongoHQ,Operating
 Jason McCay,MongoHQ,Operating
 Kurt Mackey,MongoHQ,Operating
Jarrett Streebin,EasyPost,Operating
 Jon Calhoun,EasyPost,Operating
AJ Forsythe,iCracked,Operating
 Anthony Martin,iCracked,Operating
James Balmain,Zesty,Operating
 Lloyd Price,Zesty,Operating
Bradford Cross,Flightcaster,Exited
 Evan Konwiser,Flightcaster,Exited
 James Bracy,Flightcaster,Exited
 Jason Freedman,Flightcaster,Exited
 Jon Bracy,Flightcaster,Exited
David Zhao,Zecter (Versionate),Exited
 Kevin West,Zecter (Versionate),Exited
 Vijay Mani,Zecter (Versionate),Exited
Bruce Tribbensee,Submittable,Operating
 John Brownell,Submittable,Operating
 Michael FitzGerald,Submittable,Operating
Daniel Wagner,Loom (prev. PopSet),Operating
 Jan Senderek,Loom (prev. PopSet),Operating
 Philipp Wein,Loom (prev. PopSet),Operating
Ian Hogarth,Songkick,Operating
 Michelle You,Songkick,Operating
 Pete Smith,Songkick,Operating
Jernej Zorec,Povio,Operating
 Matevz Petek,Povio,Operating
 Samo Kralj,Povio,Operating
Jeremy Orlow,Apptimize,Operating
 Nancy Hua,Apptimize,Operating
Bryant Chou,Webflow,Operating
 Sergie Magdalin,Webflow,Operating
 Vlad Magdalin,Webflow,Operating
Aaron Wenger,Survata,Operating
 Chris Kelly,Survata,Operating
Neel Murthy,SwapBox,Operating
 Nitin Shantharam,SwapBox,Operating
Dain Lewis,HireArt,Operating
 Elli Sharef,HireArt,Operating
 Nicholas Sedlet,HireArt,Operating
Christopher Golda,Backtype,Exited
 Michael Montano,Backtype,Exited
Cindy Wu,Experiment (prev. Microryza),Operating
 Denny Luan,Experiment (prev. Microryza),Operating
 Skander Mzali,Experiment (prev. Microryza),Operating
Ryan Bubinski,Codecademy,Operating
 Zach Sims,Codecademy,Operating
Jason Konrad,Answerly.com,Dead
 Joe Fahrner,Answerly.com,Dead
Michael Woodworth,Upverter,Operating
 Stephen Hamer,Upverter,Operating
 Zak Homuth,Upverter,Operating
Michael Glukhovsky,RethinkDB,Operating
 Slava Akhmechet,RethinkDB,Operating
Francisco Tolmasky,280 North,Exited
 Ross Boucher,280 North,Exited
 Tom Robinson,280 North,Exited
Cathy Han,42,Operating
 Nick Porter,42,Operating
Jason Wilk,140bets,Operating
 Paras Chitakar,140bets,Operating
Amanda Kahlow,6sense,Operating
 Dustin Chang,6sense,Operating
 Premal Shah,6sense,Operating
 Shane Moriah,6sense,Operating
 Viral Bajaria,6sense,Operating
Glen Moriarty,7 Cups of Tea,Operating
David Fowler,8aweek,Dead
 Zachary Garbow,8aweek,Dead
Josh Halickman,Abacus,Operating
 Omar Qari,Abacus,Operating
 Ted Power,Abacus,Operating
Brian Nguyen,Airbrite,Operating
 Chris Tsai,Airbrite,Operating
 Peter Shih,Airbrite,Operating
Igor Lebovic,AirPair,Operating
 Jonathon Kresner,AirPair,Operating
 Maksim Ioffe,AirPair,Operating
Dan Morin,Anyvite,Operating
 Jeff Morin,Anyvite,Operating
Cameron Urban,AnyVivo,Operating
Anson Tsai,Anywhere.fm,Exited
 Luxiou Chen,Anywhere.fm,Exited
 Sachin Rekhi,Anywhere.fm,Exited
Kalam Dennis,AptDeco,Operating
 Reham Fagiri,AptDeco,Operating
